domain_number,accession,len_pfam,len_chainsaw,len_overlap,percent_overlap_pfam,percent_overlap_chainsaw
DUF6766,A0A1X9LU55,221,198,197,89.14,99.49
DUF6766,A0A1H3U1D6,221,198,197,89.14,99.49
DUF6766,M7NDL4,221,197,197,89.14,100.0
DUF6766,A0A0Q8C9U3,221,199,198,89.59,99.5
DUF6766,A0A5A7NSP9,223,195,195,87.44,100.0
DUF6766,A0A4S4FIW6,220,195,195,88.64,100.0
DUF6766,A0A1B9NDU0,221,197,197,89.14,100.0
DUF6766,A0A6I6E7M0,221,199,198,89.59,99.5
DUF6766,A0A0Q7U2B9,220,198,197,89.55,99.49
DUF6766,A0A4Y9FXF3,221,199,198,89.59,99.5
DUF6766,A0A3S9WCX7,221,200,199,90.05,99.5
DUF6766,A0A2S5X3D6,221,200,199,90.05,99.5
DUF6766,A0A519GZ15,221,198,197,89.14,99.49
DUF6766,A0A511AEG9,221,200,199,90.05,99.5
DUF6766,A0A0F2CFN0,221,200,199,90.05,99.5
DUF6766,A0A1R4ET85,221,203,199,90.05,98.03
DUF6766,A0A6I2FAX5,221,198,197,89.14,99.49
DUF6766,A0A4P6EHX9,221,200,199,90.05,99.5
DUF6766,A0A0M2HFZ6,221,199,198,89.59,99.5
DUF6766,A0A062VRK3,221,200,199,90.05,99.5
DUF6766,A0A1J6Y787,221,200,199,90.05,99.5
DUF6766,A0A0M2HQS3,221,200,199,90.05,99.5
DUF6766,A0A543FL93,220,198,197,89.55,99.49
DUF6766,E6S881,221,203,197,89.14,97.04
DUF6766,A0A1H9VQH3,221,196,196,88.69,100.0
DUF6766,A0A543HHW4,220,195,195,88.64,100.0
DUF6766,A0A1V1W1E1,221,214,199,90.05,92.99
DUF6766,A0A8H9KSG7,220,197,196,89.09,99.49
DUF6766,A0A2T0U4T7,221,195,195,88.24,100.0
DUF6766,A0A542X9R3,221,199,197,89.14,98.99
DUF6766,A0A0K1JLH0,221,203,199,90.05,98.03
DUF6766,A0A401Z7B8,225,204,203,90.22,99.51
DUF6766,L7U5Z4,172,143,141,81.98,98.6
DUF6766,A0A085EZC7,219,198,197,89.95,99.49
DUF6766,A0A0F5LFG9,219,199,197,89.95,98.99
DUF6766,A0A0Q8ICQ4,219,199,197,89.95,98.99
DUF6766,A0A0Q8IMH2,219,198,197,89.95,99.49
DUF6766,A0A126P3Z4,215,188,188,87.44,100.0
DUF6766,A0A085EZK3,215,191,191,88.84,100.0
DUF6766,A0A6I2LYT9,205,184,183,89.27,99.46
DUF6766,A0A1W6D0T6,205,202,201,98.05,99.5
DUF6766,A0A502BLQ8,212,191,190,89.62,99.48
DUF6766,A0A4R2GSM2,209,188,187,89.47,99.47
DUF6766,A0A0Q9HJD2,209,188,187,89.47,99.47
DUF6766,A0A0Q9ILD5,209,186,186,89.0,100.0
DUF6766,A0A101K4G3,209,188,187,89.47,99.47
DUF6766,A0A1I4U691,211,190,189,89.57,99.47
DUF6766,A0A5B0DVS2,211,189,188,89.1,99.47
DUF6766,A0A1I4D2C6,178,158,157,88.2,99.37
DUF6766,A0A1I4D1Z1,211,190,189,89.57,99.47
DUF6766,A0A328ANF9,219,198,197,89.95,99.49
DUF6766,A0A558RAR4,218,197,196,89.91,99.49
DUF6766,A0A512C0N5,219,198,197,89.95,99.49
DUF6766,A0A9P1K0M3,219,198,197,89.95,99.49
DUF6766,A0A0B6X001,216,195,194,89.81,99.49
DUF6766,Q2IFB6,216,194,193,89.35,99.48
DUF6766,E8U9Q0,224,201,201,89.73,100.0
DUF6766,A0AAC8TGU7,217,196,195,89.86,99.49
DUF6766,A0A540X7L4,217,193,193,88.94,100.0
DUF6766,A0A366HVP4,220,201,197,89.55,98.01
DUF6766,I0KF22,218,195,194,88.99,99.49
DUF6766,A0A327X1N9,218,195,194,88.99,99.49
DUF6766,A0A261Q697,218,195,194,88.99,99.49
DUF6766,A0A2N1KIR8,218,195,194,88.99,99.49
DUF6766,A0A5N1IQH5,216,193,192,88.89,99.48
DUF6766,A0A1W1UXR9,217,197,195,89.86,98.98
DUF6766,A0A0U4BCF6,217,197,195,89.86,98.98
DUF6766,A0A1M6AA50,217,197,195,89.86,98.98
DUF6766,A0A0A7LHZ3,217,195,193,88.94,98.97
DUF6766,A0A5B7ZY94,217,215,213,98.16,99.07
DUF6766,A0A212UGQ7,217,195,193,88.94,98.97
DUF6766,A0A5D6VA61,217,194,193,88.94,99.48
DUF6766,A0A2M9ASH5,217,195,193,88.94,98.97
DUF6766,A0A4U3KZV2,216,193,192,88.89,99.48
DUF6766,A0A512BD08,217,191,191,88.02,100.0
DUF6766,A0A4Q1DB23,216,195,194,89.81,99.49
DUF6766,A0A172TZZ3,219,197,196,89.5,99.49
DUF6766,A0A2S1LTB4,217,196,195,89.86,99.49
DUF6766,A0A553ADG0,217,194,193,88.94,99.48
DUF6766,A0A6N4SSZ8,217,196,195,89.86,99.49
DUF6766,A0A2S1QZX2,217,196,195,89.86,99.49
DUF6766,A0A0A2M8H9,217,194,193,88.94,99.48
DUF6766,A0A1G8XXN4,217,196,195,89.86,99.49
DUF6766,A0A519KHZ1,217,196,195,89.86,99.49
DUF6766,A0A0M8MFY7,217,196,195,89.86,99.49
DUF6766,A0A4Q7MZ70,217,196,195,89.86,99.49
DUF6766,A0A4Q5SRQ7,218,195,195,89.45,100.0
DUF6766,A0A2T6FN96,212,188,188,88.68,100.0
DUF6766,A0A4Q5VED6,212,188,188,88.68,100.0
DUF6766,A0A410G4Z5,216,190,190,87.96,100.0
DUF6766,A0A249SSF6,216,190,190,87.96,100.0
DUF6766,A0A512RJH8,216,190,190,87.96,100.0
DUF6766,A0A2H9VVR8,216,192,192,88.89,100.0
DUF6766,A0A6I4I8N6,216,190,190,87.96,100.0
DUF6766,A0A3E2NXX9,216,190,190,87.96,100.0
DUF6766,A0A2U2PJ00,216,190,190,87.96,100.0
DUF6766,A0A437MKV5,216,190,190,87.96,100.0
DUF6766,A0A563UIM8,216,190,190,87.96,100.0
DUF6766,A0A285ZWN6,216,190,190,87.96,100.0
DUF6766,A0A1T5CWB0,216,190,190,87.96,100.0
DUF6766,R9GS73,216,190,190,87.96,100.0
DUF6766,A0A4R1M685,216,221,192,88.89,86.88
DUF6766,A0A2T3HK03,216,200,192,88.89,96.0
DUF6766,A0A0M2XPG1,216,192,192,88.89,100.0
DUF6766,A0A2T0U9I5,216,192,192,88.89,100.0
DUF6766,A0A5D8YM98,216,190,190,87.96,100.0
DUF6766,C6XV69,216,190,190,87.96,100.0
DUF6766,A0A4R6T285,216,190,190,87.96,100.0
DUF6766,A0A0Q5T9J8,216,190,190,87.96,100.0
DUF6766,A0A367GNK7,216,190,190,87.96,100.0
DUF6766,A0A0B8T552,216,190,190,87.96,100.0
DUF6766,C6W0F2,217,191,191,88.02,100.0
DUF6766,A0A5S5DMJ9,216,192,192,88.89,100.0
DUF6766,U2H6J8,215,189,189,87.91,100.0
DUF6766,A0A221T1W7,209,186,185,88.52,99.46
DUF6766,A0A418V8K2,209,188,187,89.47,99.47
DUF6766,C1D304,209,186,185,88.52,99.46
DUF6766,L0A845,219,196,195,89.04,99.49
DUF6766,A0A150WJ18,229,227,225,98.25,99.12
DUF6766,A0A178IK78,214,191,190,88.79,99.48
DUF6766,A0A1T5JAY4,214,188,188,87.85,100.0
DUF6766,A0A0R0ED08,214,188,188,87.85,100.0
DUF6766,A0A160DUQ6,214,189,189,88.32,100.0
DUF6766,A0A0S2DGU3,217,191,191,88.02,100.0
DUF6766,A0A562L262,214,208,208,97.2,100.0
DUF6766,A0A0A2WE50,214,188,188,87.85,100.0
DUF6766,Q8P4L3,214,244,210,98.13,86.07
DUF6766,A0A4U5JJ20,212,186,186,87.74,100.0
DUF6766,A0A3N4W3T3,213,189,189,88.73,100.0
DUF6766,A0A4R4F0Z2,217,193,193,88.94,100.0
DUF6766,A0A1G9LSR3,217,193,193,88.94,100.0
DUF6766,A0A3E2YMX3,218,197,196,89.91,99.49
DUF6766,A0A317DKW7,218,195,195,89.45,100.0
DUF6766,A0A1N7EAM6,218,195,195,89.45,100.0
DUF6766,A0A4R4L149,218,195,195,89.45,100.0
DUF6766,A0A1H3JE98,218,194,194,88.99,100.0
DUF6766,A0A495JH57,218,197,196,89.91,99.49
DUF6766,A0A562IH60,218,196,195,89.45,99.49
DUF6766,A0A326TW43,214,196,192,89.72,97.96
DUF6766,A0A4Q7ML89,219,198,196,89.5,98.99
DUF6766,A0A4R7T8B0,220,199,198,90.0,99.5
DUF6766,A0A6I2F7C2,219,195,195,89.04,100.0
DUF6766,A0AAF0RI76,229,206,206,89.96,100.0
DUF6766,A0A1G9HV14,219,196,196,89.5,100.0
DUF6766,A0A255GJ21,219,213,213,97.26,100.0
DUF6766,A0A0S9C6S9,219,198,197,89.95,99.49
DUF6766,A0A221R7E4,219,198,197,89.95,99.49
DUF6766,A0AAU7RHG0,219,195,195,89.04,100.0
DUF6766,A0A1E8FTI8,219,196,196,89.5,100.0
DUF6766,A1T4B2,220,195,195,88.64,100.0
DUF6766,A0AAF0VYA5,220,201,196,89.09,97.51
DUF6766,A0A1X1TB09,220,191,191,86.82,100.0
DUF6766,A0A1X0JGP9,219,197,196,89.5,99.49
DUF6766,D0L5Y0,219,217,195,89.04,89.86
DUF6766,A0A495ISZ2,220,206,197,89.55,95.63
DUF6766,J6LER2,208,187,186,89.42,99.47
DUF6766,A0A2U8VPR8,210,189,188,89.52,99.47
DUF6766,K5YJE2,209,198,187,89.47,94.44
DUF6766,C1FA61,209,191,187,89.47,97.91
DUF6766,A0A2W2FKP5,221,198,197,89.14,99.49
DUF6766,A0A2T0Q7A3,221,198,198,89.59,100.0
DUF6766,D2B1G7,221,200,199,90.05,99.5
DUF6766,A0A161LTU2,221,198,197,89.14,99.49
DUF6766,A0A1M6T4Q2,221,199,197,89.14,98.99
DUF6766,A0A2W2FBA2,221,201,197,89.14,98.01
DUF6766,A0A1H5UGX6,221,201,197,89.14,98.01
DUF6766,A0A1I0JWA0,221,208,198,89.59,95.19
DUF8091,A0A2K2TSQ8,154,186,154,100.0,82.8
DUF8091,A0A176U356,154,186,154,100.0,82.8
DUF8091,A0A7U6KIU4,155,186,155,100.0,83.33
DUF8091,A0A3A9F262,154,187,154,100.0,82.35
DUF8091,A0A3A9F5G1,154,183,154,100.0,84.15
DUF8091,A0A2K4ZL23,154,183,154,100.0,84.15
DUF8091,A0A3R6DLN9,154,183,154,100.0,84.15
DUF8091,A0A3E3ICS8,154,184,154,100.0,83.7
DUF8091,A0A4R1QZY6,154,183,154,100.0,84.15
DUF8091,R9JC04,154,183,154,100.0,84.15
DUF8091,A0A1G5GP94,156,186,156,100.0,83.87
DUF8091,A0A1H3W0W4,154,188,154,100.0,81.91
DUF8091,A0A1G9JN07,154,197,154,100.0,78.17
DUF8091,A0A3A9A4W7,154,184,154,100.0,83.7
DUF8091,R9MWE3,154,183,154,100.0,84.15
DUF8091,A0A3A9AZY6,154,183,154,100.0,84.15
DUF8091,C4Z490,154,183,154,100.0,84.15
DUF8091,A0A1I0R2D9,154,183,154,100.0,84.15
DUF8091,A0A3A8WR34,154,186,154,100.0,82.8
DUF8091,A0A416HTX2,154,186,154,100.0,82.8
DUF8091,A0A416DU95,154,187,154,100.0,82.35
DUF8091,A0A1I0FPG8,154,172,154,100.0,89.53
DUF8091,A0A1I6LM20,154,157,154,100.0,98.09
DUF8091,A0A1G9U675,154,184,154,100.0,83.7
DUF8091,A0A0J1J8U4,154,190,154,100.0,81.05
DUF8091,A0A318XII0,154,183,154,100.0,84.15
DUF8091,A0A4V6YE71,154,158,154,100.0,97.47
DUF8091,A0A926E1Q0,154,156,154,100.0,98.72
DUF8091,A0A6N9PUC2,153,182,153,100.0,84.07
DUF8091,A0A3A9EQK7,153,181,153,100.0,84.53
DUF8091,A0A1C7GRP5,150,182,150,100.0,82.42
DUF8091,A0A011VW98,151,180,151,100.0,83.89
DUF8091,E9SBD6,150,179,150,100.0,83.8
DUF8091,A0A369BHK0,153,168,153,100.0,91.07
DUF8091,A0A7C8HGK1,153,166,153,100.0,92.17
DUF8091,A0A1J0GCJ1,153,167,153,100.0,91.62
DUF8091,T0N2L9,153,177,153,100.0,86.44
DUF8091,A0A0C1U0Q5,153,155,153,100.0,98.71
DUF8091,A0A6M0H5V4,153,154,153,100.0,99.35
DUF8091,A0A0P8W3W4,151,168,151,100.0,89.88
DUF8091,A0A5N1J9N1,154,156,154,100.0,98.72
DUF8091,A0A0D3LG46,154,156,154,100.0,98.72
DUF8091,A0A839GNV9,154,175,154,100.0,88.0
DUF8091,A0A3D8LBX4,154,163,154,100.0,94.48
DUF8091,A0A931FVA3,154,185,154,100.0,83.24
DUF8091,A0A929FHR4,154,155,154,100.0,99.35
DUF8091,A0A660LJF2,153,211,153,100.0,72.51
DUF8091,A0A7X0VAV2,155,163,155,100.0,95.09
DUF8091,A0A5B8U2B0,155,159,155,100.0,97.48
DUF8091,D3F8P2,155,161,155,100.0,96.27
DUF8091,A0A840III6,153,212,153,100.0,72.17
DUF8091,D0LWF2,153,212,153,100.0,72.17
DUF8091,A0A916BYG7,155,158,155,100.0,98.1
DUF8091,A0A160T4I0,154,164,154,100.0,93.9
DUF8091,A0A432MHM3,150,209,150,100.0,71.77
DUF8091,A0A518GVW7,152,210,152,100.0,72.38
DUF8091,L0DA38,152,211,152,100.0,72.04
DUF8091,A0A1U7CPR4,152,157,152,100.0,96.82
DUF8091,A0A142YDG7,152,159,152,100.0,95.6
DUF8091,A0A5B9W1J1,152,212,152,100.0,71.7
DUF8091,A0A518G645,157,160,157,100.0,98.12
DUF8091,A0A5C5XDJ9,151,210,151,100.0,71.9
DUF8091,F0SM50,149,208,149,100.0,71.63
DUF8091,A0A518CQD3,154,156,154,100.0,98.72
DUF8091,A0A517WT22,154,156,154,100.0,98.72
DUF8091,A0A517Z131,154,158,154,100.0,97.47
DUF8091,A0A517SBG9,154,156,154,100.0,98.72
DUF8091,A0A1P8WB15,154,157,154,100.0,98.09
DUF8091,A0A5C6MF38,154,157,154,100.0,98.09
DUF8091,A0A517ZI38,154,155,154,100.0,99.35
DUF8091,D5SXZ7,154,157,154,100.0,98.09
DUF8091,A0A286RDZ2,154,212,154,100.0,72.64
DUF8091,A0A518AL72,156,159,156,100.0,98.11
DUF8091,A0A7V8V1H1,156,161,156,100.0,96.89
DUF8091,A0A5C5ZGG8,156,158,156,100.0,98.73
DUF8091,A0A517TPF8,156,158,156,100.0,98.73
DUF8091,A0A5C5W718,156,158,156,100.0,98.73
DUF8091,A0A518D6N2,156,162,156,100.0,96.3
DUF8091,A0A5C5ZX40,157,160,157,100.0,98.12
DUF8091,A0A5C6D0J7,156,157,156,100.0,99.36
DUF8091,A0A517N062,157,159,157,100.0,98.74
DUF8091,A0A5K7XMG1,158,161,158,100.0,98.14
DUF8091,D2R8U7,161,163,161,100.0,98.77
DUF8091,A0A517YB75,159,164,159,100.0,96.95
DUF8091,A0A518E0J0,156,158,156,100.0,98.73
DUF8091,A0A5B9PIS4,157,253,157,100.0,62.06
DUF8091,A0A5C5V1F6,156,160,156,100.0,97.5
DUF8091,A0A518ISK1,156,159,156,100.0,98.11
DUF8091,A0A5Q3L5E6,156,161,156,100.0,96.89
DUF8091,A0A5B9R135,156,161,156,100.0,96.89
DUF8091,A0A517ML78,156,160,156,100.0,97.5
DUF8091,A0A5C5Y319,157,158,157,100.0,99.37
DUF8091,A0A7W5E189,156,163,156,100.0,95.71
DUF8091,A0A5C6A3L2,156,159,156,100.0,98.11
DUF8091,A0A5C5YIS6,156,163,156,100.0,95.71
DUF8091,A0A517NW58,155,157,155,100.0,98.73
DUF8091,M5RNC5,155,157,155,100.0,98.73
DUF8091,A0A5C5YW05,155,157,155,100.0,98.73
DUF8091,A0A5C6E813,156,159,156,100.0,98.11
DUF8091,A0A5C6AG35,156,157,156,100.0,99.36
DUF8091,A0A5B9ME90,155,156,155,100.0,99.36
DUF8091,A0A5M6DGS3,155,156,155,100.0,99.36
DUF8091,A0A517SRR2,154,155,154,100.0,99.35
DUF8091,A0A255R120,155,157,155,100.0,98.73
DUF8091,A0A5C6FFX7,161,163,161,100.0,98.77
DUF8091,A0A517NFE7,161,163,161,100.0,98.77
DUF8091,A0A5B1CTF8,156,161,156,100.0,96.89
DUF8091,A0A5C5WWY5,156,160,156,100.0,97.5
DUF8091,F5Y8X2,149,150,148,99.33,98.67
DUF8091,F8F1Y7,154,157,154,100.0,98.09
DUF8091,S5ZQR2,159,160,159,100.0,99.38
DUF8091,Q73MU7,154,155,154,100.0,99.35
DUF8091,S3L842,153,155,153,100.0,98.71
DUF8091,A0A0B7H0U6,154,155,154,100.0,99.35
DUF8091,H7ENQ0,165,242,165,100.0,68.18
DUF8091,A0A7W8G7X9,165,166,165,100.0,99.4
DUF8091,A0A1T4LC45,163,167,163,100.0,97.6
DUF8091,F2NVR3,163,165,163,100.0,98.79
DUF8091,A0A7T3RC32,163,165,163,100.0,98.79
DUF8091,A0A840SEV9,163,163,161,98.77,98.77
DUF8091,A0A1T4KZ22,163,164,163,100.0,99.39
DUF8091,A0A923NX03,163,197,163,100.0,82.74
DUF8091,A0A1H9A136,163,165,163,100.0,98.79
DUF8091,I0X830,163,165,163,100.0,98.79
DUF8091,A0A7G9FGJ0,163,229,163,100.0,71.18
DUF8091,A0A975IEE5,163,165,163,100.0,98.79
DUF8091,S3JWT8,162,164,162,100.0,98.78
DUF8091,F4LJI6,161,162,161,100.0,99.38
DUF8091,D4LFA5,153,181,153,100.0,84.53
DUF8091,A0A8J6LZG8,154,204,154,100.0,75.49
DUF8091,A0A923L1G9,154,180,154,100.0,85.56
DUF8091,A0A1I3ZFH4,154,188,154,100.0,81.91
DUF8091,A0A3A9C7D2,154,182,154,100.0,84.62
DUF8091,A0A1K1NYH6,154,182,154,100.0,84.62
DUF8091,A0A1G6DLN2,154,183,154,100.0,84.15
DUF8091,A0A1I5GAI9,154,183,154,100.0,84.15
DUF8091,A0A6P1TRS8,154,183,154,100.0,84.15
DUF8091,A0A6S6QM77,154,161,154,100.0,95.65
DUF8091,A0A8J7H6I9,154,183,154,100.0,84.15
DUF8091,A0A839K534,154,183,154,100.0,84.15
DUF8091,A0A7R7EJN2,154,185,154,100.0,83.24
DUF8091,A0A0H5SZB3,154,183,154,100.0,84.15
DUF8091,A0A0K8J2G3,154,185,154,100.0,83.24
DUF8091,A0A1M7YMU3,154,183,154,100.0,84.15
DUF8091,A0A7I8DER9,154,183,154,100.0,84.15
DUF8091,A0A1M7FY75,154,182,154,100.0,84.62
DUF8091,A9KQA5,154,183,154,100.0,84.15
DUF8091,A0A1V4SKE6,154,183,154,100.0,84.15
DUF8091,A0A7X6CTM1,155,202,155,100.0,76.73
DUF8091,A0A926DR54,156,192,156,100.0,81.25
DUF8091,A0A8J6PFA7,154,183,154,100.0,84.15
DUF8091,R9L066,154,183,154,100.0,84.15
DUF8091,A0A1G5ATW7,154,195,154,100.0,78.97
DUF6027,A0A160NUF8,134,120,120,89.55,100.0
DUF6027,A0A1D2IDU5,135,123,123,91.11,100.0
DUF6027,K4R5E8,135,120,120,88.89,100.0
DUF6027,A0A1I5EJ77,128,98,98,76.56,100.0
DUF6027,Q2JC50,132,120,120,90.91,100.0
DUF6027,A0A495VX87,131,119,119,90.84,100.0
DUF1660,W0A3S0,45,61,45,100.0,73.77
DUF1660,A0A1E8GMT1,72,70,69,95.83,98.57
DUF1660,A0A6G7YS32,49,54,49,100.0,90.74
DUF1660,A0A519KGT2,54,65,54,100.0,83.08
DUF1660,A0A2V4X174,54,73,54,100.0,73.97
DUF1660,A0A1G6ESW0,54,76,54,100.0,71.05
DUF1660,A0A1A7R3E8,54,74,54,100.0,72.97
DUF1660,A0A9E8SCF6,54,77,54,100.0,70.13
DUF1660,A0A2K8XIN1,54,76,54,100.0,71.05
DUF1697,D1BU02,134,169,134,100.0,79.29
DUF1697,Q0AM52,131,165,130,99.24,78.79
DUF1697,E6WPR0,131,166,131,100.0,78.92
DUF1697,A1B0Z1,131,168,131,100.0,77.98
DUF1697,W0PJ02,131,167,131,100.0,78.44
DUF1697,B2JS95,131,166,131,100.0,78.92
DUF1697,Q89M59,131,167,131,100.0,78.44
DUF1697,G4R7Z3,132,168,132,100.0,78.57
DUF1697,C1F107,131,172,131,100.0,76.16
DUF1697,A7I4B2,131,171,131,100.0,76.61
DUF1697,G0A8J3,131,167,131,100.0,78.44
DUF1697,B1ZPA6,137,78,78,56.93,100.0
DUF1697,E6SEI2,135,75,75,55.56,100.0
DUF1697,A1SG77,130,76,74,56.92,97.37
DUF1697,R7Y084,131,77,77,58.78,100.0
DUF1697,F6EKT6,130,169,129,99.23,76.33
DUF1697,E2S8I6,131,169,129,98.47,76.33
DUF1697,D0L7C1,130,170,128,98.46,75.29
DUF1697,H6MU60,130,170,128,98.46,75.29
DUF1697,D0LVR3,136,177,136,100.0,76.84
DUF1697,I4F102,135,174,135,100.0,77.59
DUF1697,D3FB12,135,176,135,100.0,76.7
DUF1697,D7CGP6,137,176,136,99.27,77.27
DUF1697,F5XTW2,131,175,131,100.0,74.86
DUF1697,F4CVK3,136,175,135,99.26,77.14
DUF1697,D7B1H6,134,174,134,100.0,77.01
DUF1697,C6WPF8,138,176,136,98.55,77.27
DUF1697,Q82L72,136,178,136,100.0,76.4
DUF1697,Q9ADH1,135,177,135,100.0,76.27
DUF1697,K4QZV6,135,178,135,100.0,75.84
DUF1697,F2RAX5,136,179,136,100.0,75.98
DUF1697,B5H6E8,135,177,135,100.0,76.27
DUF1697,B5H1K2,134,79,76,56.72,96.2
DUF1697,G2NPV2,135,177,135,100.0,76.27
DUF1697,C8XI44,123,178,123,100.0,69.1
DUF1697,D5UHI6,133,172,133,100.0,77.33
DUF1697,K0K2S6,136,176,136,100.0,77.27
DUF1697,C7PXQ0,136,176,136,100.0,77.27
DUF1697,A4FG47,134,174,134,100.0,77.01
DUF1697,E3J6X6,135,175,135,100.0,77.14
DUF1697,G8S100,138,182,138,100.0,75.82
DUF1697,I0H646,138,179,138,100.0,77.09
